rank	word	count	level	source	flags
20947	นักตบ	5084	c1	phupha-wordfreq	pythainlp
20948	กระโชก	5083	c1	phupha-wordfreq	pythainlp
20949	ขึ้นเงินเดือน	5083	c1	phupha-wordfreq	pythainlp
20950	ปริทรรศน์	5083	c1	phupha-wordfreq	pythainlp
20951	ล้างสต๊อก	5083	c1	phupha-wordfreq	pythainlp
20952	หนังกลับ	5083	c1	phupha-wordfreq	pythainlp
20953	ห่างเห	5083	c1	phupha-wordfreq	pythainlp
20954	เสื่อมคลาย	5082	c1	phupha-wordfreq	pythainlp
20955	พิรุธ	5081	c1	phupha-wordfreq	pythainlp
20956	หัวหน้าทัวร์	5081	c1	phupha-wordfreq	pythainlp
20957	โอวัลติน	5081	c1	phupha-wordfreq	pythainlp
20958	โอเปอเรเตอร์	5080	c1	phupha-wordfreq	pythainlp
20959	ชิยา	5079	c1	phupha-wordfreq	pythainlp
20960	โอลิมปิค	5079	c1	phupha-wordfreq	pythainlp
20961	ระคน	5078	c1	phupha-wordfreq	pythainlp
20962	การทำผิด	5077	c1	phupha-wordfreq	pythainlp
20963	สังวาล	5077	c1	phupha-wordfreq	pythainlp
20964	เหอหนาน	5076	c1	phupha-wordfreq	pythainlp
20965	เคอร์เนล	5075	c1	phupha-wordfreq	pythainlp
20966	หนังสือเวียน	5075	c1	phupha-wordfreq	pythainlp
20967	ขันแข็ง	5074	c1	phupha-wordfreq	pythainlp
20968	ซูจี	5074	c1	phupha-wordfreq	pythainlp
20969	คร๊าบ	5073	c1	phupha-wordfreq	pythainlp
20970	ตำราเรียน	5072	c1	phupha-wordfreq	pythainlp
20971	สโลป	5072	c1	phupha-wordfreq	pythainlp
20972	ม๊าก	5071	c1	phupha-wordfreq	pythainlp
20973	ตระหนี่	5070	c1	phupha-wordfreq	pythainlp
20974	รีพับลิกัน	5069	c1	phupha-wordfreq	pythainlp
20975	อุกกา	5069	c1	phupha-wordfreq	pythainlp
20976	ปูนา	5067	c1	phupha-wordfreq	pythainlp
20977	โรคสมอง	5066	c1	phupha-wordfreq	pythainlp
20978	วารณ	5066	c1	phupha-wordfreq	pythainlp
20979	นริศร	5065	c1	phupha-wordfreq	pythainlp
20980	สวส.	5064	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
20981	คราด	5062	c1	phupha-wordfreq	pythainlp
20982	รวดเดียว	5061	c1	phupha-wordfreq	pythainlp
20983	ราโท	5061	c1	phupha-wordfreq	pythainlp
20984	เมนทอล	5059	c1	phupha-wordfreq	pythainlp
20985	ซาบซึ้งใจ	5058	c1	phupha-wordfreq	pythainlp
20986	ทางขวามือ	5058	c1	phupha-wordfreq	pythainlp
20987	ฝังใจ	5058	c1	phupha-wordfreq	pythainlp
20988	ลำเอียง	5055	c1	phupha-wordfreq	pythainlp
20989	ไรน์	5053	c1	phupha-wordfreq	pythainlp
20990	ซังข้าว	5051	c1	phupha-wordfreq	pythainlp
20991	ดมกลิ่น	5050	c1	phupha-wordfreq	pythainlp
20992	ซ้ำรอย	5049	c1	phupha-wordfreq	pythainlp
20993	บ่อน้ำร้อน	5049	c1	phupha-wordfreq	pythainlp
20994	ห้องส่วนตัว	5048	c1	phupha-wordfreq	pythainlp
20995	ออกหน้า	5048	c1	phupha-wordfreq	pythainlp
20996	นกเขา	5047	c1	phupha-wordfreq	pythainlp
20997	ไม้กางเขน	5046	c1	phupha-wordfreq	pythainlp
20998	ตัวสะกด	5045	c1	phupha-wordfreq	pythainlp
20999	บาซาร์	5045	c1	phupha-wordfreq	pythainlp
21000	ภาษาต้นฉบับ	5042	c1	phupha-wordfreq	pythainlp
21001	ลัดเลาะ	5041	c1	phupha-wordfreq	pythainlp
21002	คอลัมนิสต์	5039	c1	phupha-wordfreq	pythainlp
21003	ฟอร์แมต	5039	c1	phupha-wordfreq	pythainlp
21004	วินย	5039	c1	phupha-wordfreq	pythainlp
21005	อึ่ง	5039	c1	phupha-wordfreq	pythainlp
21006	แซมเบีย	5038	c1	phupha-wordfreq	pythainlp
21007	ไฟแช็ก	5038	c1	phupha-wordfreq	pythainlp
21008	เก้ง	5037	c1	phupha-wordfreq	pythainlp
21009	ป่าฝน	5037	c1	phupha-wordfreq	pythainlp
21010	คิดออก	5036	c1	phupha-wordfreq	pythainlp
21011	ผู้มาติดต่อ	5036	c1	phupha-wordfreq	pythainlp
21012	ลมทะเล	5036	c1	phupha-wordfreq	pythainlp
21013	ตะบัน	5035	c1	phupha-wordfreq	pythainlp
21014	อิทธิฤทธิ์	5034	c1	phupha-wordfreq	pythainlp
21015	ข้อพิสูจน์	5033	c1	phupha-wordfreq	pythainlp
21016	ป่วง	5033	c1	phupha-wordfreq	pythainlp
21017	ยาบำรุง	5033	c1	phupha-wordfreq	pythainlp
21018	สิ่งรบกวน	5033	c1	phupha-wordfreq	pythainlp
21019	ซัมมิท	5032	c1	phupha-wordfreq	pythainlp
21020	ตกอับ	5032	c1	phupha-wordfreq	pythainlp
21021	ผู้แข่งขัน	5032	c1	phupha-wordfreq	pythainlp
21022	ยิกๆ	5032	c1	phupha-wordfreq	pythainlp
21023	เนื้อโลหะ	5031	c1	phupha-wordfreq	pythainlp
21024	ปีกกา	5031	c1	phupha-wordfreq	pythainlp
21025	พลั้ง	5031	c1	phupha-wordfreq	pythainlp
21026	แค็ตตาล็อก	5029	c1	phupha-wordfreq	pythainlp
21027	ชีฝรั่ง	5029	c1	phupha-wordfreq	pythainlp
21028	เม็งราย	5029	c1	phupha-wordfreq	pythainlp
21029	แอ๊ค	5027	c1	phupha-wordfreq	pythainlp
21030	โฮป	5027	c1	phupha-wordfreq	pythainlp
21031	เสนีย์	5025	c1	phupha-wordfreq	pythainlp
21032	อัฒ	5023	c1	phupha-wordfreq	pythainlp
21033	ไตปลา	5020	c1	phupha-wordfreq	pythainlp
21034	พลัดตก	5020	c1	phupha-wordfreq	pythainlp
21035	ไบโอติน	5019	c1	phupha-wordfreq	pythainlp
21036	ประจวบฯ	5019	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21037	อนุรักษ์นิยม	5019	c1	phupha-wordfreq	pythainlp
21038	โทษประหาร	5018	c1	phupha-wordfreq	pythainlp
21039	ของคาว	5017	c1	phupha-wordfreq	pythainlp
21040	พวย	5017	c1	phupha-wordfreq	pythainlp
21041	ลืมตัว	5017	c1	phupha-wordfreq	pythainlp
21042	จำยอม	5016	c1	phupha-wordfreq	pythainlp
21043	ปู่ย่า	5016	c1	phupha-wordfreq	pythainlp
21044	ไอระเหย	5015	c1	phupha-wordfreq	pythainlp
21045	เนาวรัตน์	5014	c1	phupha-wordfreq	pythainlp
21046	เป้ย	5013	c1	phupha-wordfreq	pythainlp
21047	วฤก	5013	c1	phupha-wordfreq	pythainlp
21048	พอดู	5012	c1	phupha-wordfreq	pythainlp
21049	ด้วยความยินดี	5010	c1	phupha-wordfreq	pythainlp
21050	ผืนน้ำ	5009	c1	phupha-wordfreq	pythainlp
21051	โคดม	5008	c1	phupha-wordfreq	pythainlp
21052	ไม้จิ้มฟัน	5008	c1	phupha-wordfreq	pythainlp
21053	รูปงาม	5008	c1	phupha-wordfreq	pythainlp
21054	แสกๆ	5008	c1	phupha-wordfreq	pythainlp
21055	เคราติน	5007	c1	phupha-wordfreq	pythainlp
21056	โจก	5007	c1	phupha-wordfreq	pythainlp
21057	ยี่หร่า	5007	c1	phupha-wordfreq	pythainlp
21058	อ๋า	5007	c1	phupha-wordfreq	pythainlp
21059	กำแหง	5006	c1	phupha-wordfreq	pythainlp
21060	ช้าก่อน	5006	c1	phupha-wordfreq	pythainlp
21061	อุกกาบาต	5005	c1	phupha-wordfreq	pythainlp
21062	มาตราส่วน	5002	c1	phupha-wordfreq	pythainlp
21063	ระวาย	5002	c1	phupha-wordfreq	pythainlp
21064	แอตแลนตา	5002	c1	phupha-wordfreq	pythainlp
21065	แฉ่	5001	c1	phupha-wordfreq	pythainlp
21066	ตลกขบขัน	5001	c1	phupha-wordfreq	pythainlp
21067	ระบบนิเวศน์	5001	c1	phupha-wordfreq	pythainlp
21068	การขยายความ	5000	c1	phupha-wordfreq	pythainlp
21069	การสังสรรค์	5000	c1	phupha-wordfreq	pythainlp
21070	ก้าก	4999	c1	phupha-wordfreq	pythainlp
21071	ปวดฟัน	4999	c1	phupha-wordfreq	pythainlp
21072	ภาษีสรรพสามิต	4999	c1	phupha-wordfreq	pythainlp
21073	แฮ็กเกอร์	4999	c1	phupha-wordfreq	pythainlp
21074	กฟภ.	4998	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21075	พุทธกาล	4998	c1	phupha-wordfreq	pythainlp
21076	ตาปี	4997	c1	phupha-wordfreq	pythainlp
21077	พลัดพราก	4997	c1	phupha-wordfreq	pythainlp
21078	กระเพาะปลา	4996	c1	phupha-wordfreq	pythainlp
21079	นมหนู	4996	c1	phupha-wordfreq	pythainlp
21080	รอยเชื่อม	4992	c1	phupha-wordfreq	pythainlp
21081	การฝังเข็ม	4990	c1	phupha-wordfreq	pythainlp
21082	ผู้จัดการสาขา	4990	c1	phupha-wordfreq	pythainlp
21083	แบ่งงาน	4989	c1	phupha-wordfreq	pythainlp
21084	ระบม	4989	c1	phupha-wordfreq	pythainlp
21085	ลูกโลก	4989	c1	phupha-wordfreq	pythainlp
21086	ศาลาการเปรียญ	4988	c1	phupha-wordfreq	pythainlp
21087	ผงฟู	4987	c1	phupha-wordfreq	pythainlp
21088	พุทธคยา	4986	c1	phupha-wordfreq	pythainlp
21089	กองไฟ	4985	c1	phupha-wordfreq	pythainlp
21090	ความลาด	4984	c1	phupha-wordfreq	pythainlp
21091	บริรักษ์	4984	c1	phupha-wordfreq	pythainlp
21092	หมายปอง	4984	c1	phupha-wordfreq	pythainlp
21093	องค์กรเอกชน	4983	c1	phupha-wordfreq	pythainlp
21094	กระษัตรี	4982	c1	phupha-wordfreq	pythainlp
21095	ความรู้สึกนึกคิด	4982	c1	phupha-wordfreq	pythainlp
21096	เบงกอล	4981	c1	phupha-wordfreq	pythainlp
21097	ละตินอเมริกา	4981	c1	phupha-wordfreq	pythainlp
21098	แอคคอร์ด	4981	c1	phupha-wordfreq	pythainlp
21099	ของแปลก	4980	c1	phupha-wordfreq	pythainlp
21100	งานศิลปกรรม	4979	c1	phupha-wordfreq	pythainlp
21101	ตารางนิ้ว	4979	c1	phupha-wordfreq	pythainlp
21102	สัตว์เลื้อยคลาน	4979	c1	phupha-wordfreq	pythainlp
21103	นิสิตเก่า	4978	c1	phupha-wordfreq	pythainlp
21104	ส่วนย่อย	4978	c1	phupha-wordfreq	pythainlp
21105	อังคณา	4977	c1	phupha-wordfreq	pythainlp
21106	การอุดหนุน	4975	c1	phupha-wordfreq	pythainlp
21107	ค่าก่อสร้าง	4975	c1	phupha-wordfreq	pythainlp
21108	กากบาท	4974	c1	phupha-wordfreq	pythainlp
21109	ยำเกรง	4974	c1	phupha-wordfreq	pythainlp
21110	จะจ้า	4973	c1	phupha-wordfreq	pythainlp
21111	ความหยาบ	4972	c1	phupha-wordfreq	pythainlp
21112	ตีตั๋ว	4972	c1	phupha-wordfreq	pythainlp
21113	ทุย	4971	c1	phupha-wordfreq	pythainlp
21114	กลางวันแสกๆ	4970	c1	phupha-wordfreq	pythainlp
21115	พึม	4968	c1	phupha-wordfreq	pythainlp
21116	ส่วนพระองค์	4967	c1	phupha-wordfreq	pythainlp
21117	เขม่า	4966	c1	phupha-wordfreq	pythainlp
21118	ผจก.	4966	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21119	คู่บ้านคู่เมือง	4963	c1	phupha-wordfreq	pythainlp
21120	เชษฐา	4963	c1	phupha-wordfreq	pythainlp
21121	ผักชีฝรั่ง	4962	c1	phupha-wordfreq	pythainlp
21122	สีกรมท่า	4962	c1	phupha-wordfreq	pythainlp
21123	เซ็นชื่อ	4961	c1	phupha-wordfreq	pythainlp
21124	แพลตตินั่ม	4961	c1	phupha-wordfreq	pythainlp
21125	รูจี	4961	c1	phupha-wordfreq	pythainlp
21126	เนวาดา	4960	c1	phupha-wordfreq	pythainlp
21127	ล้มล้าง	4960	c1	phupha-wordfreq	pythainlp
21128	วางหน้า	4960	c1	phupha-wordfreq	pythainlp
21129	พนักงานบัญชี	4959	c1	phupha-wordfreq	pythainlp
21130	ภายในใจ	4958	c1	phupha-wordfreq	pythainlp
21131	กดจุด	4957	c1	phupha-wordfreq	pythainlp
21132	ปุยฝ้าย	4957	c1	phupha-wordfreq	pythainlp
21133	ขลาด	4956	c1	phupha-wordfreq	pythainlp
21134	คหกรรมศาสตร์	4955	c1	phupha-wordfreq	pythainlp
21135	ผู้ประมูล	4954	c1	phupha-wordfreq	pythainlp
21136	สายสกุล	4954	c1	phupha-wordfreq	pythainlp
21137	ท้องนา	4953	c1	phupha-wordfreq	pythainlp
21138	จุฬารัตน์	4952	c1	phupha-wordfreq	pythainlp
21139	พุนพิน	4952	c1	phupha-wordfreq	pythainlp
21140	ปลุกเร้า	4951	c1	phupha-wordfreq	pythainlp
21141	ควักกระเป๋า	4950	c1	phupha-wordfreq	pythainlp
21142	โอ้อวด	4950	c1	phupha-wordfreq	pythainlp
21143	อัฏฐ	4948	c1	phupha-wordfreq	pythainlp
21144	อิหม่าม	4948	c1	phupha-wordfreq	pythainlp
21145	การโต้เถียง	4947	c1	phupha-wordfreq	pythainlp
21146	ตีความหมาย	4946	c1	phupha-wordfreq	pythainlp
21147	ตัวยืน	4944	c1	phupha-wordfreq	pythainlp
21148	ทัณฑสถาน	4944	c1	phupha-wordfreq	pythainlp
21149	ผ้าเช็ดหน้า	4944	c1	phupha-wordfreq	pythainlp
21150	ตฤณ	4943	c1	phupha-wordfreq	pythainlp
21151	คนเลว	4940	c1	phupha-wordfreq	pythainlp
21152	สาธุชน	4940	c1	phupha-wordfreq	pythainlp
21153	หนังสือปกอ่อน	4940	c1	phupha-wordfreq	pythainlp
21154	สถาบันบัณฑิตพัฒนบริหารศาสตร์	4939	c1	phupha-wordfreq	pythainlp|long-compound
21155	มดดำ	4938	c1	phupha-wordfreq	pythainlp
21156	ไม้กอล์ฟ	4938	c1	phupha-wordfreq	pythainlp
21157	คุณศัพท์	4937	c1	phupha-wordfreq	pythainlp
21158	เพาะกาย	4936	c1	phupha-wordfreq	pythainlp
21159	คุ้นๆ	4935	c1	phupha-wordfreq	pythainlp
21160	ย่านาง	4935	c1	phupha-wordfreq	pythainlp
21161	แสบตา	4934	c1	phupha-wordfreq	pythainlp
21162	ผู้กำกับการ	4933	c1	phupha-wordfreq	pythainlp
21163	สัณฐาน	4932	c1	phupha-wordfreq	pythainlp
21164	ปล่อยมือ	4931	c1	phupha-wordfreq	pythainlp
21165	ทำอันตราย	4930	c1	phupha-wordfreq	pythainlp
21166	ไพพรรณ	4930	c1	phupha-wordfreq	pythainlp
21167	กระโดน	4929	c1	phupha-wordfreq	pythainlp
21168	บนบาน	4929	c1	phupha-wordfreq	pythainlp
21169	สูบฉีด	4928	c1	phupha-wordfreq	pythainlp
21170	ชาติก่อน	4927	c1	phupha-wordfreq	pythainlp
21171	รายปักษ์	4927	c1	phupha-wordfreq	pythainlp
21172	โกเมน	4926	c1	phupha-wordfreq	pythainlp
21173	ละเมอ	4926	c1	phupha-wordfreq	pythainlp
21174	กระวน	4925	c1	phupha-wordfreq	pythainlp
21175	หนังสงคราม	4925	c1	phupha-wordfreq	pythainlp
21176	มัจจุ	4923	c1	phupha-wordfreq	pythainlp
21177	สุนทรียศาสตร์	4923	c1	phupha-wordfreq	pythainlp
21178	วังสะ	4922	c1	phupha-wordfreq	pythainlp
21179	เงินบำนาญ	4920	c1	phupha-wordfreq	pythainlp
21180	ต้มจืด	4920	c1	phupha-wordfreq	pythainlp
21181	สารตะกั่ว	4920	c1	phupha-wordfreq	pythainlp
21182	การเจริญพันธุ์	4919	c1	phupha-wordfreq	pythainlp
21183	นึกได้	4919	c1	phupha-wordfreq	pythainlp
21184	เสียคน	4916	c1	phupha-wordfreq	pythainlp
21185	ชนพื้นเมือง	4915	c1	phupha-wordfreq	pythainlp
21186	ดีละ	4915	c1	phupha-wordfreq	pythainlp
21187	โหน่ง	4915	c1	phupha-wordfreq	pythainlp
21188	ทันควัน	4913	c1	phupha-wordfreq	pythainlp
21189	นิ่งนอนใจ	4912	c1	phupha-wordfreq	pythainlp
21190	กลับคำ	4911	c1	phupha-wordfreq	pythainlp
21191	สมบุญ	4910	c1	phupha-wordfreq	pythainlp
21192	การกีดกัน	4907	c1	phupha-wordfreq	pythainlp
21193	ความรื่นรมย์	4907	c1	phupha-wordfreq	pythainlp
21194	แพ้ทาง	4907	c1	phupha-wordfreq	pythainlp
21195	กลศาสตร์	4905	c1	phupha-wordfreq	pythainlp
21196	ขวิด	4905	c1	phupha-wordfreq	pythainlp
21197	คล้อยตาม	4904	c1	phupha-wordfreq	pythainlp
21198	อิสาน	4903	c1	phupha-wordfreq	pythainlp
21199	สมานฉันท์	4901	c1	phupha-wordfreq	pythainlp
21200	จิงๆ	4899	c1	phupha-wordfreq	pythainlp
21201	วิภังค์	4899	c1	phupha-wordfreq	pythainlp
21202	อภินันท	4898	c1	phupha-wordfreq	pythainlp
21203	ออโรร่า	4897	c1	phupha-wordfreq	pythainlp
21204	กน.	4896	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21205	สักกะ	4896	c1	phupha-wordfreq	pythainlp
21206	การสั่งสม	4894	c1	phupha-wordfreq	pythainlp
21207	จนใจ	4894	c1	phupha-wordfreq	pythainlp
21208	ทุ่มทุน	4894	c1	phupha-wordfreq	pythainlp
21209	โทรทรรศน์	4893	c1	phupha-wordfreq	pythainlp
21210	รอยด่าง	4892	c1	phupha-wordfreq	pythainlp
21211	แอมโมเนียม	4892	c1	phupha-wordfreq	pythainlp
21212	รังสีวิทยา	4891	c1	phupha-wordfreq	pythainlp
21213	สรรเพชญ	4890	c1	phupha-wordfreq	pythainlp
21214	เป็นเงา	4889	c1	phupha-wordfreq	pythainlp
21215	เอวบาง	4885	c1	phupha-wordfreq	pythainlp
21216	การตัก	4884	c1	phupha-wordfreq	pythainlp
21217	เข้าคู่	4884	c1	phupha-wordfreq	pythainlp
21218	ตีสาม	4884	c1	phupha-wordfreq	pythainlp
21219	ป่าใหญ่	4884	c1	phupha-wordfreq	pythainlp
21220	เป็นฝี	4884	c1	phupha-wordfreq	pythainlp
21221	เอ็มดี	4884	c1	phupha-wordfreq	pythainlp
21222	ยับเยิน	4881	c1	phupha-wordfreq	pythainlp
21223	ดีแตก	4879	c1	phupha-wordfreq	pythainlp
21224	ความเป็นสากล	4877	c1	phupha-wordfreq	pythainlp
21225	จี๊ป	4874	c1	phupha-wordfreq	pythainlp
21226	ขมัง	4872	c1	phupha-wordfreq	pythainlp
21227	แผด	4871	c1	phupha-wordfreq	pythainlp
21228	มสธ	4871	c1	phupha-wordfreq	pythainlp
21229	แสบร้อน	4870	c1	phupha-wordfreq	pythainlp
21230	บางครั้งบางคราว	4869	c1	phupha-wordfreq	pythainlp
21231	ปปง.	4868	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21232	กระดาษซับ	4866	c1	phupha-wordfreq	pythainlp
21233	คราส	4864	c1	phupha-wordfreq	pythainlp
21234	ยุทโธปกรณ์	4864	c1	phupha-wordfreq	pythainlp
21235	อินโดฯ	4864	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21236	อุ้งเท้า	4864	c1	phupha-wordfreq	pythainlp
21237	ครัวซองต์	4863	c1	phupha-wordfreq	pythainlp
21238	เวียงสา	4863	c1	phupha-wordfreq	pythainlp
21239	เสียงก้อง	4862	c1	phupha-wordfreq	pythainlp
21240	กระวาย	4861	c1	phupha-wordfreq	pythainlp
21241	ปูชนีย	4860	c1	phupha-wordfreq	pythainlp
21242	ทอ.	4859	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21243	ล้างโลก	4859	c1	phupha-wordfreq	pythainlp
21244	ฮุ่ย	4859	c1	phupha-wordfreq	pythainlp
21245	ใจจดใจจ่อ	4856	c1	phupha-wordfreq	pythainlp
21246	โพลีเอทิลีน	4856	c1	phupha-wordfreq	pythainlp
21247	แอ๋	4855	c1	phupha-wordfreq	pythainlp
21248	พอกัน	4854	c1	phupha-wordfreq	pythainlp
21249	เปลือยกาย	4853	c1	phupha-wordfreq	pythainlp
21250	ลมพิษ	4853	c1	phupha-wordfreq	pythainlp
21251	แผ่ขยาย	4852	c1	phupha-wordfreq	pythainlp
21252	วาทกรรม	4852	c1	phupha-wordfreq	pythainlp
21253	โซก	4851	c1	phupha-wordfreq	pythainlp
21254	ต้มตุ๋น	4851	c1	phupha-wordfreq	pythainlp
21255	พลิกตัว	4851	c1	phupha-wordfreq	pythainlp
21256	เพิร์ธ	4851	c1	phupha-wordfreq	pythainlp
21257	ไม่วาย	4851	c1	phupha-wordfreq	pythainlp
21258	เซเชลส์	4850	c1	phupha-wordfreq	pythainlp
21259	นามแฝง	4849	c1	phupha-wordfreq	pythainlp
21260	หัวโต	4849	c1	phupha-wordfreq	pythainlp
21261	กรำ	4848	c1	phupha-wordfreq	pythainlp
21262	ชูโรง	4847	c1	phupha-wordfreq	pythainlp
21263	โดยสุจริต	4846	c1	phupha-wordfreq	pythainlp
21264	ประจำเมือง	4846	c1	phupha-wordfreq	pythainlp
21265	คุปต์	4845	c1	phupha-wordfreq	pythainlp
21266	จมอยู่กับ	4845	c1	phupha-wordfreq	pythainlp
21267	ดื้อรั้น	4845	c1	phupha-wordfreq	pythainlp
21268	ตะลอน	4845	c1	phupha-wordfreq	pythainlp
21269	จ่ง	4843	c1	phupha-wordfreq	pythainlp
21270	เผลอไผล	4843	c1	phupha-wordfreq	pythainlp
21271	มรณบัตร	4843	c1	phupha-wordfreq	pythainlp
21272	พึงมี	4842	c1	phupha-wordfreq	pythainlp
21273	หม่อมราชวงศ์	4842	c1	phupha-wordfreq	pythainlp
21274	ตั้งข้อหา	4841	c1	phupha-wordfreq	pythainlp
21275	สมาชิกภาพ	4841	c1	phupha-wordfreq	pythainlp
21276	ดึกดื่น	4840	c1	phupha-wordfreq	pythainlp
21277	มาห์	4840	c1	phupha-wordfreq	pythainlp
21278	กัมมันตรังสี	4839	c1	phupha-wordfreq	pythainlp
21279	เขมือบ	4839	c1	phupha-wordfreq	pythainlp
21280	ได้สติ	4837	c1	phupha-wordfreq	pythainlp
21281	บิสเซา	4837	c1	phupha-wordfreq	pythainlp
21282	ภีม	4837	c1	phupha-wordfreq	pythainlp
21283	ความเสียสละ	4836	c1	phupha-wordfreq	pythainlp
21284	ผักกาดดอง	4836	c1	phupha-wordfreq	pythainlp
21285	กัดค่า	4835	c1	phupha-wordfreq	pythainlp
21286	วไลยอลงกรณ์	4834	c1	phupha-wordfreq	pythainlp
21287	แอนดี้	4834	c1	phupha-wordfreq	pythainlp
21288	ตำหรับ	4833	c1	phupha-wordfreq	pythainlp
21289	วงก์	4833	c1	phupha-wordfreq	pythainlp
21290	เวอร์จิ้น	4833	c1	phupha-wordfreq	pythainlp
21291	เบอร์มิงแฮม	4832	c1	phupha-wordfreq	pythainlp
21292	ห่างเหิน	4832	c1	phupha-wordfreq	pythainlp
21293	ไกลโพ้น	4831	c1	phupha-wordfreq	pythainlp
21294	วิศิษฐ์	4831	c1	phupha-wordfreq	pythainlp
21295	ความตกใจ	4829	c1	phupha-wordfreq	pythainlp
21296	ชาติหน้า	4829	c1	phupha-wordfreq	pythainlp
21297	เตารีดไอน้ำ	4829	c1	phupha-wordfreq	pythainlp
21298	นาวิกโยธิน	4829	c1	phupha-wordfreq	pythainlp
21299	ประกับ	4829	c1	phupha-wordfreq	pythainlp
21300	รอดตาย	4829	c1	phupha-wordfreq	pythainlp
21301	ห้องสนทนา	4829	c1	phupha-wordfreq	pythainlp
21302	เขินอาย	4828	c1	phupha-wordfreq	pythainlp
21303	ย่านการค้า	4828	c1	phupha-wordfreq	pythainlp
21304	กระวาน	4827	c1	phupha-wordfreq	pythainlp
21305	พิลาทิส	4827	c1	phupha-wordfreq	pythainlp
21306	เปลี่ยนมือ	4826	c1	phupha-wordfreq	pythainlp
21307	ผู้บุกรุก	4826	c1	phupha-wordfreq	pythainlp
21308	โฆษณาชวนเชื่อ	4825	c1	phupha-wordfreq	pythainlp
21309	เจตคติ	4825	c1	phupha-wordfreq	pythainlp
21310	เปิดเรียน	4825	c1	phupha-wordfreq	pythainlp
21311	เห็นท่า	4825	c1	phupha-wordfreq	pythainlp
21312	หลุดโลก	4824	c1	phupha-wordfreq	pythainlp
21313	พยุหะคีรี	4822	c1	phupha-wordfreq	pythainlp
21314	วัยชรา	4822	c1	phupha-wordfreq	pythainlp
21315	ขุดค้น	4821	c1	phupha-wordfreq	pythainlp
21316	ภารต	4821	c1	phupha-wordfreq	pythainlp
21317	ชื่นมื่น	4820	c1	phupha-wordfreq	pythainlp
21318	ชั่วนิรันดร์	4819	c1	phupha-wordfreq	pythainlp
21319	เฮียบ	4819	c1	phupha-wordfreq	pythainlp
21320	การพุ่ง	4817	c1	phupha-wordfreq	pythainlp
21321	พาดบ่า	4817	c1	phupha-wordfreq	pythainlp
21322	ฤชากร	4817	c1	phupha-wordfreq	pythainlp
21323	ลักขณา	4817	c1	phupha-wordfreq	pythainlp
21324	กระทืบ	4816	c1	phupha-wordfreq	pythainlp
21325	เจอะ	4816	c1	phupha-wordfreq	pythainlp
21326	ทัศนีย์	4816	c1	phupha-wordfreq	pythainlp
21327	ทุกกฏ	4815	c1	phupha-wordfreq	pythainlp
21328	ยุ่ย	4815	c1	phupha-wordfreq	pythainlp
21329	หน่วยเลือกตั้ง	4814	c1	phupha-wordfreq	pythainlp
21330	สะพานแขวน	4812	c1	phupha-wordfreq	pythainlp
21331	ผู้คิดค้น	4811	c1	phupha-wordfreq	pythainlp
21332	ผู้นำประเทศ	4811	c1	phupha-wordfreq	pythainlp
21333	สีขน	4811	c1	phupha-wordfreq	pythainlp
21334	แคลง	4808	c1	phupha-wordfreq	pythainlp
21335	ฟีก	4808	c1	phupha-wordfreq	pythainlp
21336	ภุม	4808	c1	phupha-wordfreq	pythainlp
21337	เยื่อกระดาษ	4806	c1	phupha-wordfreq	pythainlp
21338	โน้มน้าวใจ	4805	c1	phupha-wordfreq	pythainlp
21339	โอรสาธิราช	4804	c1	phupha-wordfreq	pythainlp
21340	เรื่อยไป	4802	c1	phupha-wordfreq	pythainlp
21341	ภาษาธรรม	4801	c1	phupha-wordfreq	pythainlp
21342	เงินประจำปี	4800	c1	phupha-wordfreq	pythainlp
21343	เฮนรี่	4800	c1	phupha-wordfreq	pythainlp
21344	เป็นอิสระจาก	4799	c1	phupha-wordfreq	pythainlp
21345	เฟอร์รารี่	4799	c1	phupha-wordfreq	pythainlp
21346	อานาปาน	4799	c1	phupha-wordfreq	pythainlp
21347	เนรเทศ	4796	c1	phupha-wordfreq	pythainlp
21348	นิทานพื้นบ้าน	4795	c1	phupha-wordfreq	pythainlp
21349	สัมพันธมิตร	4794	c1	phupha-wordfreq	pythainlp
21350	หลังเขา	4793	c1	phupha-wordfreq	pythainlp
21351	กุสุมา	4792	c1	phupha-wordfreq	pythainlp
21352	หวานเย็น	4792	c1	phupha-wordfreq	pythainlp
21353	ห้องสมุดประชาชน	4792	c1	phupha-wordfreq	pythainlp
21354	เถาะ	4791	c1	phupha-wordfreq	pythainlp
21355	มณเฑียร	4791	c1	phupha-wordfreq	pythainlp
21356	วัชรินทร์	4791	c1	phupha-wordfreq	pythainlp
21357	โพลีน	4790	c1	phupha-wordfreq	pythainlp
21358	ประทุษ	4789	c1	phupha-wordfreq	pythainlp
21359	ความซื่อตรง	4788	c1	phupha-wordfreq	pythainlp
21360	ก้านใบ	4786	c1	phupha-wordfreq	pythainlp
